ItemID,Sentiment,SentimentText
2250,1,RT @footballdailyuk: RIP to KAS Eupen defender Ntuthuko Radebe who died in a car crash today only 22 years old 
2251,1,"RT @Frederickmpowe1: Police: 1 hurt, 1 on the run after car crash in Centereach"
2252,1,RT @gangstegrowlith: @ArtistIzzy @IndyPopCon we had a good day until we got in a car crash but we're fine one of my family members pick\u2026
2253,1,RT @GMA: COMING UP ON @GMA: New video shows the moment of the fatal car crash involving Venus Williams' SUV
2254,1,RT @KTLAMorningNews: Additional Footage Shows Venus Williams Not at Fault in Fatal Florida Car Crash: Police
2255,0,RT @lev8lowlevel: #hwy406 #welland #accident #motorcycle #fatality #airmatress #crash @CanadaReTweet #SNRTG
2256,1,"RT @news6wkmg: Woman stops for I-4 crash, 3 men steal her car, deputies say "
2257,1,RT @NPR: A police department statement says investigators had located new surveillance video of the #VenusWilliams crash.
2258,0,RT @NPR: The tennis player became tearful and left a press conference on Monday when asked about the crash. 
2259,1,"RT @pannlewis44: Venus Williams did not break the law in fatal car crash, police say - CBS News@DLTrunnell @AuntLulie"
2260,1,"RT @ReportUK: Venus Williams not at fault in fatal car crash, say police #D8 "
2261,1,RT @SexLikeBiebur: My friend got into a hit &amp; run car crash tonight. Gunna make a gofundme to help her out! Message me if you want to
2262,0,RT @TwitterMoments: Venus Williams' lawyer says she expresses her deepest condolences after her involvement in a fatal car crash.
2263,0,"RT @Way_Things_Work: Oh god, this car is going to crash"
2264,1,RT @wongiwongi: New Video Footage Shows Venus Williams Had Green Light in Fatal Car Crash @Venuseswilliams
2265,1,RT @yashar: Police: Video shows Williams drove 'lawfully' before crash
2266,0,"the guy yesterday that was recording my car bc the fronts all fucked up from my crash, then pulled over and let me hit his blunt "
2267,1,sooo just been in a little car crash and guess what... it WASN'T my fault 
2268,1,Teen extricated after car chase ends in crash
2269,1,TheLibertyEagle: Venus Williams Is Not Responsible For Fatal Car Crash 
2270,1,Toby Keith's daughter Krystal says she and her family were in 'horrific' car crash 
2271,1,Trio held over death of female friend in car crash 
2272,1,Venus Williams 'drove lawfully' in fatal car crash in Florida - BBC News
2273,1,Venus Williams car crash: police say tennis star legally entered intersection
2274,1,Venus Williams did not break the law in fatal car crash
2275,1,Venus Williams involved in fatal car crash
2276,1,"Venus Williams legally entered intersection before car crash, police say "
2277,1,"Venus Williams not at fault in fatal car crash, say police #D8 "
2278,1,Venus Williams\u2019 Fatal Car Crash Footage Revealed 
2279,1,Which car is which. Cause someone purposely sped up and crashed into the other car.. 
2280,1,Wochit News - Venus Williams Is Not Responsible For Fatal Car Crash 
2281,1,Woman arrested after crash with police car in Brighton Park 
2282,1,"Woman stops for I-4 crash, 3 men steal her car, deputies say "
2283,1,"Woman stops to assist I-4 crash victims, 3 men steal her car, deputies say"
2284,1,2-car crash shuts down Highway 6 at Highway 288 in Manvel
2285,1,4 of Ludhiana family killed in car crash - The Tribune  #Ludhiana #News
2286,1,13WMAZ reports Three children and a woman were injured in the crash. The driver is unknown 
2287,1,51-year-old Woman Killed In Boynton Beach Hit-and-run Crash  #BoyntonBeach #Nabo
2288,1,#ICYMI: Beauty queen dies in car crash four days after she was crowned 
2289,1,"#LeonardSimpsonTV \nOn June 9, tennis star Venus Williams was involved in a fatal Florida car crash that left"
2290,1,#LITechNews: Video Shows Venus Williams\u2019 Car Being Struck #Accident #Crash #Google 
2291,0,#news #summary: will cheap car loans steer britain to a financial crash? 
2292,0,#republic #world App - https:\/\/t.co\/1lm2OHitro will cheap car loans steer britain to a financial crash? 
2293,1,"#Sport - Venus Williams 'blamed for car crash that killed old man', Venus Williams has b... "
2294,1,#TennisNews Report: Video Footage Shows that Venus Williams May Not be at Fault in Fatal Car Crash
2295,1,#Tweetmybrand New Evidence Suggests That Venus Williams Is Not At Fault For Car Crash
2296,1,#VenusWilliams\u2019 fatal car crash video emerges: Could prove Wimbledon star WASN
2297,1,News Update Clear Her Name: Florida Police Rescind Fault On Venus Williams Over Fatal Car Crash
2298,1,(also! still recovering from a car crash so i'm deep in the weeds re: emails and the like.)
2299,1,(The Star Phoenix):New video prompts police to rescind assertion that #Venus #Williams caused fatal car crash
2300,1,Apparently died in a car crash last night.
2301,0,"FYI, car insurance for men is normally more expensive bc men are more likely to crash then women."
2302,0,Kind of want to see this car crash
2303,0,but they can make me run off and leave my kids unattended or hit the breaks in my car so hard that we crash or something
2304,0,"Few journalists were saying he'd died in a car crash, all bs tho"
2305,0,Unless u want us all to die in a pothole or car crash in a flash.Then say bye to our
2306,0,Maybe whenever somebody crashes a car we just ignore. They must have chosen to crash the car
2307,1,Apparently died in a car crash last night
2308,1,Car crash pero todo bn bn amix
2309,1,We just watched a car crash while rubbernecking another crash
2310,0, Im surprised my bus didn't crash with the amount of jerking it did and stopping suddenly because
2311,1,The car I was driving blew up as my friends went to get it after my crash.
2312,0,Except when elderly ladies with dementia drink enough booze to crash into a parked car and get taken
2313,1,Apparently a multi-car crash. I feel for everyone
2314,0, love how you pur quotations around get in a car crash lmaoooooo
2315,0,I even enjoyed the terribly cheesy CGI high-speed car crash at the beginning of the film. I prefer
2316,1,how did a woman die in a car crash north of Lake Preston while passing a semi on the interstate? 
2317,0,"I'm telling you crash into the car , pay for the damage. It's an easy ask at that point for him not to park there."
2318,1,Also saw a bus\/car crash at 2pm causing gridlock. Not normally this bad.
2319,0,I was thinking about those two this morning #ToxicRelationships - it's a car crash relationship that
2320,0,"400 on horses and slots. Pays for yesterday's car crash"",""display_text_range"
2321,0,I think the only time we went outside was for that fake car crash.
2322,0,"You tell em Minnie a load of shite z list car crash tv"",""display_text_range"":"
2323,0,Image a car crash. Are there times when the not-at-fault driver *could* have avoided the 
2324,0,"Vacant,"" ,""Car Crash"" or ""Sleep"" has a new"
2325,0,Car Crash... oh man that is good.
2326,0,car le mien crash d\u00e8s que je film sur snap x)
2327,0,hey I got an iced coffee and it had a lot of coffee grounds and I was so emo I wanted to crash my car
2328,0,why are chippings being laid down on the roads? Are you trying to kill anyone on two wheels. Even seen a car crash!!
2329,0,IF IT WAS A MAN THE CRASH WOULD HAVE BEEN PREVENTED. Your words. Explain why Bruce Jenner ca
2330,1,Legally Entered Intersection Before Fatal Car Crash This didn't happen in FTL.  It was in Palm Beach Gdns
2331,0,She is a Political Accident &amp; Brexit is the real Car Crash. There have been enough fatalities already
2332,0,please kindly consider using CRASH instead of accident:
2333,1,yes ..He's died today from a car crash
2334,0,"the big hitters for me were, let's see, diana car crash, kosovo war, omagh bombing, i would've be"
2335,1,"My 1st day back in this Wednesday after my car crash been off for 7 months! Apart from that all good mate"""
2336,1,Two young ladies driving recklessly while livestreaming on facebook. Resulting in a car crash and dead drive
2337,0,"""Car crash of a geezer"" Eddie Hearn 2016 "
2338,0,"""I just lost it and ruined a really good car."" - Paul Menard after a lap 103 crash."
2339,0,"Idc if the car was fake, he'd still find a way to crash it."
2340,1,New Evidence Suggests That Venus Williams Is Not At Fault For Car Crash
2341,1,Clear Her Name: Florida Police Rescind Fault On Venus Williams Over Fatal Car Crash
2342,1,A 7-year-old boy was killed in a crash and police say the boy's mom was speeding before the accident. 
2343,1,A 22-year-old woman is in serious condition in University Hospital after a car crash last night.
2344,1,"A Clanton woman died shortly after midnight in a two-car crash south of Prattville, Alabama state troopers say."
2345,1,"A Critical Update on Toby Keith's Daughter, Who Was Injured in Brutal Fourth of July Car Crash"
2346,1,A three-car crash injured eight people in Ingersoll #Ldnont
2347,0,"according to the theory, paul mccartney died in a car crash in 1966 and was replaced by the other beatles."
2348,0,ADAC F4 driver @SophiaFloersch was fined 20k euros for posting this video showing near crash with a official car
2349,1,"After pulling over to help when she saw an accident on I-4 near Daytona, a woman was carjacked by the crash"
2350,1,"After seeing Jorge's car crash on the news , I don't ever want to drink again. I'm so thankful he survived that crash"
2351,0,Are car loans heading for a crash?
2352,1,Arrest Warrant Details Enfield Police Investigation Into Fatal Hit-And-Run Crash In December
2353,1,Attorneys agree to exchange car #crash data in #VenusWilliams case #SmartNews #venusnotatfault #redlightproblems
2354,0,Bad shit keeps happening to me like I fr wanna go crash my car into a tree
2355,0,"Bibilov in FB says he is ok, denies there was car crash in #Abkhazia #SouthOssetia "
2356,0,Boris Johnson's car crash interview with BBC Radio 4's Eddie Mair - Excl... 
2357,1,"BREAKING!!!, Celebrated Actor RAMSEY NOAH  In A Car Crash, In S.A"
2358,0,"BTS loyal. I wouldn't let Joon drive me anywhere. Idc if the car was fake, he'd still find a way to crash it. They"
2359,1,Callie Lusch Injured In Head-On Car Crash on Farthing Road Near Centralia
2360,1,Can we drop this now?\n\nBBC News - Venus Williams 'drove lawfully' in fatal car crash in Florida 
2361,0,Can't wait for this car crash! 
2362,1,Can't wait to see We'll be celebrating the fact my fella survived a horrific car crash yesterday in one piece!#solucky
2363,0,Car Accident - Collisions of Vehicles - Car Crash Videos https:\/\/t.co\/c4dseamptO via @YouTube 
2364,1,"Caused by drunk driver ""A Critical Update on Toby Keith's Daughter, Injured in Brutal Fourth of July Car Crash"
2365,1,Clanton woman killed in two-car crash near Prattville
2366,1,Clear Her Name: Florida Police Rescind Fault On Venus Williams Over Fatal Car Crash
2367,1,"CONSERVATIVE TRIBUNE: Toby Keith's Family Involved in ""Horrific"" Car Crash... They Need Our Support "
2368,1,Cops RETRACT claim Venus Williams was at fault in fatal car crash after this new footage emerges
2369,1,Could this video CLEAR Venus Williams in fatal car crash? 
2370,0,"Crash Box Car Show today. Lovely cars, new and old. Plus trucks,"
2371,0,Deffo one of them crash for cash scam donnies. 
2372,0,Download Black and White Car Crash Icons Latest Version on Vector Lover 
2373,1,Driver injured in rental car crash on State Route 274 | Peak of Ohio
2374,0,Driving fast doing the dash hoping ion wreck  cause I done lost 2 Souljas alone this year  to a car crash
2375,0,Dying from being disconnected from my pump as a result of said car crash and dying slowly and painfully in DKA....
2376,1,Essien died in a car crash.. Damnn RIP
2377,0,Everyone has been banging on about Love Island. It sounds like the ultimate car crash television that I bloody love to watch
2378,0,Feel so proud of myself every time I drive nd don't crash the car
2379,1,FHP: Man killed while fleeing from hit-and-run crash  #floridaman #news
2380,1,"Florida police reverse course, announce that Venus Williams was not at fault in fatal crash last month"
2381,1,Florida police say Venus Williams was driving  before fatal crash 
2382,0,Good news car made it after the crash in #VilaReal for.
2383,0,Gostei  Ultimate Racing Crash Compilation - Best Racing Car Accident 2017
2384,1,Harvey\u2019s Take On Venus Williams Fatal Car Crash (Surveillance Video) | TMZ Chatter
2385,0,Helped nearby drivers by reporting a car crash on Florida's Tpke N on 
2386,0,"Hey)breaking news,my plane tried to crash 2 times,and then car accident today.good morning"
2387,1,Holy shit there was a car crash and it was so loud
2388,0,"Honestly, one of my biggest fear if i get into a car crash is not actually dying from the car crash, but......"
2389,0,"HOT ROD CAR CRASH (2017) Transformers 5, Police Car Chase "
2390,1,How Not To Approach A Roundabout #car #driving #accident #wow #crash 
2391,0,"However, if Max's car doesn't break down, or he doesn't crash, you'd fancy him to beat Danny. Not an easy call, all in all."
2392,0,I almost crash the fucking car
2393,0,i always think how i'll die if i don't kms and it'll probably be in a car crash or from cancer i can bet
2394,1,I drew this. The quote is in spanish. Its for a family who lost 3 members in a car crash. The whole sketchbook is 
2395,1,I had the same question. The crash happened weeks ago and it shouldn't have took this long to get video. 
2396,0,I liked a Unbelievable Retarded Drivers Caught On Dash Cam 2017 Car Crash Fails Compilation
2397,0,i swear I'd crash a car on yours
2398,1,"I wonder if there was something wrong with the car, seemed to go all over the road even before the crash "
2399,0,I'm gonna crash th car into a house out of spite
2400,0,If ex-police remove car evidence crash before Duty police arrive Ambulance to injury that constitutes an offence I will insist
2401,0,If I hear dude Justin Bieber on my radio one more time I'm finna crash my car on purpose
2402,0,If I hear this dude Justin Bieber on my radio one more time I'm gonna crash my car on purpose
2403,0,"If I lend my car to a friend &amp; they crash, their insurance will cover it. FALSE! Learn more common #insurance "
2404,0,"If you want a picture of the future, imagine a car crash dropping on a animal's funny bone \u2014 sometimes"
2405,0,Immediate Definitive Action 24\/7....I win every car crash I'm in.
2406,0,Injured in a crash? \ud83d\udea8 See a #chiropractor and #physiotherapist ASAP. 
2407,1,Injured woman cut free from car crash wreckage
2408,1,It just broke me down to hear my older sister got in a car crash all cause I a drunk driver 
2409,0,It started at a funeral. Not many things do. #MustRead The Car Crash Bride @sallyannepalme1 
2410,0,It's kinda like a bad car crash.. you wanna look away but you can't.
2411,0,It's scary how much I debt to crash this car right now
2412,0,"J'aime une vid TOP 5 Scariest SNAPCHAT STORIES Posted Car Crash, Shooting "
2413,1,Just In: Famous Country Singer's Daughter And Family Involved In Brutal Car Crash 
2414,1,"Just saw a crash on wimmy, some guy rear ended a small car, at SPEED"
2415,1,just witnessed a car crash involving an elderly lady like ten feet in front of me and now i am sad
2416,1,Live look at black Twitter finding out that Venus Williams isn't at fault for that car crash she was a part of 
2417,0,Lol when you are traveling soon so you make your rp character go in a car crash
2418,0,Maybe people who ride motorcycles do it for the better safety of others if they were to get into a car crash with 
2419,1,my dad's boss who helped my family pay for private school along with giving us free spurs tickets died in a car crash w his wife yesterday..
2420,1,My Uncle died in car crash due to looking at a pretty girl. He was a casualty of phwoar. #jokes #yeahIwrotethat
2421,1,New evidence shows that Venus Williams lawfully entered the intersection before the fatal car crash occurred 
2422,1,New Evidence Suggests That Venus Williams Is Not At Fault For Car Crash 
2423,1,New Evidence Surfaces In Venus Williams' Fatal Car Crash Case
2424,1,New Surveillance Video Of Venus Williams' Car Crash Has People Questioning Who Was Really At Fault 
2425,1,New Video Footage Shows Venus Williams Had Green Light in Fatal Car Crash - TIME 
2426,1,New video prompts police to rescind assertion that Venus Williams caused fatal car crash 
2427,1,New video shows Venus Williams was driving 'lawfully' during crash that killed a passenger in second car
2428,1,No Injuries in Single-Car Crash
2429,1,"One killed, 4 injured in 3-car crash in Cape Town "
2430,0,Only me who doesn't think Venus Williams should have been allowed to compete in Wimbledon after the car crash? Vote and RT
2431,1,"Palestinians helping Israeli settlers after a car crash. Risky business, passing IDF might assume they were "
2432,1,Passing by a huge car crash. Makes you realize how fragile life is\
2433,0,PLUS you'll be late if you fucking CRASH into another car or person because you're being a dumb fuck who can't look both ways
2434,1,Police: Venus Williams 'lawfully entered' intersection in fatal car crash 
2435,1,Police: Video shows Venus Williams drove 'lawfully' before crash 
2436,1,Richard Hammond hobbles on crutches as he enjoys family night out in London after horrific car crash. #TheGrandTour
2437,1,Roswell man is formally charged in May 2015 fatal car crash - SFGate.. Related Articles
2438,1,police rescind call that Venus was at fault in crash
2439,1,WATCH Tennis Star Venus Williams Fatal Car Crash Surveillance Video
2440,0,"14. i saw a group of 6th graders staring at a car crash once, one murmured  ""god i wish that was me "" and there was a"
2441,1,Clanton woman killed in two-car crash near Prattville 
2442,0,Ruth Davidson car crash interview radio five live | Aye Right Radio
2443,0,Automobile Association under fire for car-crash handling of data breach
2444,0,I liked a @YouTube video   4TH OF JULY CAR CRASH
2445,1,Reservist dies-his dog escapes after car crash &amp; his family is asking help to find #lost #dog-#Prayers
2446,0,RT Ruth Davidson car crash interview radio five live 
2447,1,Two Illinois teenagers rescued a baby from a car crash that killed her pregnant mother
2448,1,RT @blicqer: \u25b6@Bossip: Clear Her Name: Florida Police Rescind Fault On Venus Williams Over Fatal Car Crash 
2449,0,Over half of anaesthetic trainees have had car crash or near miss after night shift @Abi_Rimmer reports
2450,1,German neo-Nazi politician rescued from car crash by Syrian refugees 
2451,0,friend: *arguing with their boo in the front seat while driving and threatening to crash the car as if my life does
2452,1,Clear Her Name: Florida Police Renege Fault On Venus Williams Over Fatal Car Crash 
2453,0,im listening to citizen and all i can say is i want to go crash my car and die
2454,1,BREAKING: Former Chelsea midfielder Michael Essien has tragically died in a car crash in Ghana. Will forever be rem
2455,1," Apparently essien died a couple days ago in a car crash, but he's RTd something 22 hrs ago, weird."
2456,1,"Toby Keith's Family Involved in \""Horrific\"" Car Crash... They Need Our Support "
2457,1,"Toby Keith's Daughter Was Involved with a ""Horrific"" Car Crash on the 4th of July "
2458,1,Woman arrested after crash with police car in Brighton Park
2459,0,"We were about to crash into this car but then we noticed it had a ""baby on board"" sticker so we decided not to #closecall"
2460,1,RT @Daily_Express: Venus Williams car footage shows Wimbledon star driving legally before fatal crash 
2461,1,RT @DailyMail: Could this video CLEAR Venus Williams in fatal car crash? 
2462,0,It's left a hell of a dent being under for a month &amp; car crash but I can't do things like that-lik
2463,0,"Art Fight doodle of Sinneriot's duo, Rebel and Riot! They're probably looking at a car crash, or something."
2464,1,Joe Jackson taken to hospital after Las Vegas car crash
2465,1,RT @DrShanteSays: Video Footage Exonerates Venus Williams in Fatal Car Crash 
2466,0,"Eminem, being a shithead, refused to join them so he died in a fatal car crash or as other people think ""went to re"
2467,1,New Video Footage Shows Venus Williams Had Green Light in Fatal Car Crash: 
2468,1,"One killed, 4 injured in 3-car crash in Cape Town"
2469,0,why tf did she survive that car crash
2470,1,Also saw a bus\/car crash at 2pm causing gridlock. Not normally this bad.
2471,0,"RT @HotelGalaxyBxl: J'aime une video @YouTube ""Car Crash Compilation 2014 "
2472,1,Live look at black Twitter finding out that Venus Williams isn't at fault for that car crash she was a part of 
2473,0,car crash is very bad just tell you 
2474,1,RT @INSubcontinent: Venus Williams car crash: poli 
2475,0,"RT @ItsGreysHumor: when your mom died from Alzheimer's, your sister died in plane crash &amp; husband in a car accident but you still alive "
2476,0,"About to crash out, need a big day at work tomorrow! Come and see me. Send your friends and family for a new or pre owned ca"
2477,0,Driving fast doing the dash hoping ion wreck  cause I done lost 2 Souljas alone this year  to a car crash
2478,1,New video shows that Venus Williams legally entered the intersection during fatal car crash.
2479,1,Attorneys agree to exchange data in Venus Williams car crash
2480,1,Additional Footage Shows Venus Williams Not at Fault in Fatal Florida Car Crash: Police
2481,0, if you let someone use YOUR car and they crash it that's on you why the fuck would you ever let someone use your car lmao no
2482,1,"One person killed in car, pedestrian crash in Mesa Thursday "
2483,1,RT @mzdebrahmartin: New Surveillance Video Of Venus Williams' Car Crash Has People Questioning Who Was Really At Fault 
2484,0,Bekijk hier onze reportage van Midzomerfeesten Bentelo met de Crazy Car Crash
2485,0,One person is hurt after a crash in Centereach early Saturday morning.
2486,1, Venus Williams Fatal Car Crash That Killed Elderly Man 
2487,1,New evidence shows that Venus Williams lawfully entered the intersection before the fatal car crash occurred
2488,0,RT @PeterTeague1: Has there ever been such a car crash of a prime minister?
2489,1,"RT @QAbel101: With New Evidence, Police Say Venus Williams May Not Be To Blame For Fatal Car Crash"
2490,0,i think kihyun is the one who survived from the car crash and having a dream coma because he is unconscious on the mv. here's
2491,1,Venus Williams car footage shows Wimbledon star driving legally before fatal crash. 
2492,0,Deffo one of them crash for cash scam donnies. 
2493,0,Injured in a crash?\nWe don't charge unless you get your cash\n770-574-6474\n#CarAccident #CarCrash #Accident
2494,1,Robloxia Adoption Centre CLOSED for 5 weeks following a #Roblox car crash. The car crashed into the adoption centre.
2495,0,"Just went to the doctor. He said if I watch Ansel Elgort crash a car one more time, they are going to have to remove "
2496,1,RT @sportingnews: Police now say Venus Williams wasn't at fault in a car crash that killed a 78-year-old man.
2497,1,"Venus Williams drove lawfully before fatal car crash, police say"
2498,1,Venus Williams drove lawfully before fatal car crash
2499,0,"BTS loyal. I wouldn't let Joon drive me anywhere. Idc if the car was fake, he'd still find a way to crash it. "
2500,1,RT @tennis_updates: Surveillance footage on Venus' car crash.
2501,1,RT @TerrieWilliams: Video Footage Exonerates Venus Williams in Fatal Car Crash
2502,1,RT @thefader: New evidence suggests that @Venuseswilliams is not at fault for the car crash.
2503,1,RT @TheSun: Cops RETRACT claim Venus Williams was at fault in fatal car crash after this new footage emerges
2504,0,RT @TomCoronel: Good news \ud83d\udc4d my @FIA_WTCC @ROALMotorsport car made it after the crash in #VilaReal for
2505,0,SHOCKING!! Road rage sparks massive car crash in #LA #KnysnaRises #SandileMantsoe #karabo #BucsSizophumelela
2506,1,"1am car crash involving a jeep ""Wow that jeep looks wrangled"
2507,1,Victim stopped to help @ a crash. 3 suspects got out of crashed car &amp; stole hers. They loaded an injured female int
2508,1,"Citing new evidence, police say Venus Williams legally entered intersection in fatal car crash"
2509,1,RT @WestJournalism: Just In: Famous Country Singer's Daughter And Family Involved In Brutal Car Crash
2510,1,RT @WJHL11: TRAFFIC ALERT: Emergency crews are responding to a four car crash at mile marker 15 near Exit 17 on I-26.
2511,1,"RT MyMusicGrind ""Clear Her Name: Florida Police Rescind Fault On Venus Williams Over Fatal Car Crash"""
2512,1,"Cops RETRACT claim Venus Williams was at fault in fatal car crash after this new footage emerges"""
2513,0,Ruth Davidson car crash interview radio five live 
2514,0,"SAVE YOUR MONEY! BUY A CRAPPY CAR THAT RUNS WELL, CAUSE UR GONNA CRASH IT! BUY A HOUSE DONT RENT!! #UsefulAdviceForTeens"
2515,1,Separatists deny leader injured in car crash visiting other breakaway region 
2516,0,Serena Shim killed in crash days after intelligence services threatened her. 
2517,1,So proud of my dad stopping to divert the traffic and assist the people in the car crash while waiting for the emergency services
2518,0,Sometimes i wish i get into a car crash so i dont have to deal with the pressured things you make me go through.
2519,1,"Sorry I missed #ForRealFriday.. Got in a bad car crash Thurs night driving to SEA. I'm ok, &amp; so is my parents' new"
2520,1,Teen extricated after car chase ends in crash
2521,0,Tesla model x crash
2522,0,The backlash from a car crash no deal Brexit will be far greater than anything embittered OAPs would muster
2523,1,The DA filed a charge against Arjavh Aleson related to a hit-and-run crash that critically injured a metro man.
2524,0,"The man in the cat she ran into us \""still dead\"" ..she is devastated  but so are the other car crash victims..traged"
2525,0,This Is The Police Ep #39 Winter Is Car Crash Season
2526,1,This video could clear Venus Williams of car crash death 
2527,1,Three are injured in head-on car crash 
2528,1,Three children and a woman were injured in the crash. The driver is unknown 
2529,1,"To all Venus haters: \""Police: Video shows Venus Williams drove 'lawfully' before fatal crash"
2530,1,Toby Keith's daughter Krystal says she and her family were in 'horrific' car crash 
2531,1,"Toby Keith's Family Involved in ""Horrific"" Car Crash... They Need Our Support "
2532,1,Traffic: SB Wonderland app Oxford: 2-car crash in left lane. 
2533,1,Turns out #VenusWilliams may not be at fault for that fatal car crash.
2534,1,Two Illinois teenagers rescued a baby from a car crash that killed her pregnant mother
2535,1,UPDATE: Deputies identify man killed in Chili car crash as 57-year-old John J. Hartman.
2536,1,Venus Williams 'drove lawfully' in fatal car crash in Florida
2537,1,"Venus Williams ""lawfully entered\"" junction before car crash that killed 78-year-old man, rule police "
2538,0,Venus Williams Breaks Down In Tears At Wimbledon Over Fatal Car Crash
2539,1,"Venus Williams Car Crash Surveillance Video, car #video #venuswilliams #venus #"
2540,1,"Venus Williams Did Not Break the Law During Fatal Car Crash, According to Police"
2541,1,Venus Williams exonerated by Police in Fatal Car Crash after Video footage 
2542,0,Venus Williams faces lawsuit from victim\u2019s family in fatal Florida car crash - ABC News
2543,1,Venus Williams Is Not Responsible For Fatal Car Crash 
2544,1,Venus Williams Not At Fault In Deadly Car Crash 
2545,1,Venus Williams' Fatal Car Crash Surveillance Video Shows Impact
2546,1,Venus Williams\u2019 Car Crash Surveillance Video.
2547,1,Video Footage Exonerates #VenusWilliams in Fatal Car Crash
2548,0,VIDEO: DEADLY CRASH . . . Caught On Livestream AGAIN . . . Two Girls Get Into DEADLY CAR CRASH . . . While Trying
2549,1,WATCH Tennis Star Venus Williams Fatal Car Crash Surveillance Video
2550,1,WATCH: Venus Williams\u2019 Car Crash Surveillance\u00a0Video a @heavysan. New Evidence in Williams' Crash
2551,0,Watching an absolute car crash date unfold infront of me
2552,1,we thank god for your escape from a fatill car crash be safe all time toby keith your fan 
2553,0,Will cheap car loans steer Britain to a financial crash? 
2554,1,"With New Evidence, Police Say Venus Williams May Not Be To Blame For Fatal Car Crash "
2555,1,Woman arrested after crash with police car in Brighton
2556,0,"Wow, the steering wheel popped off JR's car which on his crash. Very strange. #IndyCar"
2557,0,You know you are a broke ass adult when you would rather die in a car crash than survive and have to pay for the damages.
2558,0,"You or  a friend get in a car crash last weekend,&amp; finding adjusters not so helpful?We take calls on weekends,evenings Free!"
2559,1,"3-car Highland hit-and-run crash injures 5, including 2 children"
2560,0,20x more likely to get into a car crash than a plane crash but i'm still absolutely terrified of planes
2561,0,"39. Car crash at a school trip and some dreams. 40. Japan. 41. Something about my singing voice. 42. No. 43. Cars, fan and a series."
2562,1,"#inlandempire Police arrest 2 people after car chase, crash in Northridge "
2563,1,#kltu ELITE: Car crash from Putra Heights - USJ has been moved to the emergency lane at KM9 but cont to exp... 
2564,1,"#LatestNews: 5 die in Port Harcourt auto crash By Davies Iheamnachor PORT HARCOURT 014Five people reportedly died in an accident, yesterday"
2565,1,"#MATraffic Multi-car crash, at least 6 vehicles involved. 128 SB just after the 95 ramp in #Peabody The Left Lanes\u2026"
2566,1,#Oswestry + | Man cut free from car after Ellesmere lorry crash 
2567,0," you cant predict who gone get killed in a car crash but you still gettinh 8-10 for manslaughter son"""
2568,0,"The car crash one?"""
2569,0,"Shit if I crash that car I better die I don't know how tf I'd explain that \ud83d\ude02"""
2570,0,"It's literally like watching a car crash. You just can't look away"""
2571,0,"Because she was trying to save Dolmok from a car crash, and my dad keep protecting Dolmok. So after "
2572,0,"It's like watching a car crash in slow motion and like any car crash I see I'm laughing my dick off"""
2573,0," you cant predict who you gonna kill in a car crash but you still getting 8-10 for manslaughter son"""
2574,1,"Bro his wife just died in a car crash"""
2575,1,Pretty sure he took either a leave of absence or retired after his wife died in a car crash a couple months ago
2576,0," He wouldn't bro, he'd crash the car the whole time. I'm bad at driving lol I mastered it in SA though."""
2577,1,Just like this car crash recorded live from within the car :O 
2578,1,"sad his wife died in a car crash recently."""
2579,0,"\""The AA's copped to credit data blurt, but what about car-crash incident response?\"""
2580,1,"\""We did all we could,\"" say Good Samaritans who tried to help teen car crash victim "
2581,1,A Forest Hill man died in a car crash in Fallston on Monday morning. 
2582,1,"A romance ended in tragedy when a couple, engaged to be married, died in a car crash Friday on Highway 58."
2583,1,"Also, I heard my coworker was in a car crash and no one at work has gotten a hold of him yet or something. I'm real worried. :\/"
2584,0,"Another person has been killed in the U.S. by an exploding Takata air bag inflator, but not during a crash"
2585,1,AT 6: Teens allegedly lead deputies on chase in Lemon Grove; Car crash into La Jolla home; @carllunaman talks healt
2586,0,car crash rap style
2587,0,Car crash realities 
2588,1,Car kills 2 motorcyclists who stopped to help crash\u00a0victims 
2589,1,Cousin got in a car crash:
2590,1,Czech woman broadcasts the car crash that killed her on Facebook Live #Facebook #android #app go to
2591,0,Didnt Shooter new side bitch just crash Ciaras car?! 
2592,0,Does Roman know how to sell after match damage....you were in a car crash at list limp #RAW
2593,1,Elderly Queensland woman dies after car crash 
2594,1,"Fatal car crash on Blacksmith shop road in Falmouth, per @rschloerbCCT on scene. More details to come. #capecod @capecodtimes"
2595,1,Here's to best friends who bring you to the hospital and bring you food post concussion in a car crash. I love you
2596,0,#crash #accident #incident #usatoday #ustoday #Philly #Philadelphia #USA #news #USNews #USANews #US #july2017
2597,0,"i get out of my car after hitting one of those parking space bricks&amp;this guy goes \""you're so beautiful i'd let ya crash my car anytime\"" "
2598,0,i had a dream that my distant cousin died in a car crash that later turned out to be this huge conspiracy thing
2599,1,I just got in the most horrific car crash of my life off houghton this morning. Its a blessing to be breathing
2600,0,"i really is say some dumb shit when i mad dred \""ide crash this car and kill us both but i don't wan tote the line to heaven with you\"" "
2601,1,I went to Chicago as a family trip today and as soon as we got out on the street I saw a car crash and I laughed
2602,1,I-40 bridge shut down due to multiple-car crash #Memphis 
2603,0,it hits like car crash
2604,0,Just got in a car chase with a crackhead trying to crash into us with @FuckTannerr \n#summer17 #thugmansion
2605,0,Just unlocked a new car in Crash of Cars. 
2606,1,Kurt coming out with a big smile on his way to provide a medical update about a man that was in a serious car crash.... #Raw
